,Retorno,Risco,Sharpe,PETZ3.SA Peso,VIVA3.SA Peso,VIIA3.SA Peso,AZUL4.SA Peso
85,-0.34526957651423934,0.5370074184756628,-0.642951223084243,0.289,0.259,0.268,0.183
86,-0.40449759824729226,0.5889451794574995,-0.6868170627016438,0.337,0.098,0.188,0.377
87,-0.20787595530852906,0.5768617973909905,-0.36035659883996973,0.101,0.296,0.15,0.453
88,-0.38597849287513314,0.5527842018618043,-0.6982444353061079,0.332,0.211,0.326,0.131
89,-0.18569249061375753,0.5281429224417427,-0.351595151091399,0.085,0.39,0.292,0.232
90,-0.44979458990485893,0.563779421737544,-0.7978201625710483,0.415,0.134,0.196,0.255
91,-0.2073508551207347,0.5752600391953209,-0.36044717343964827,0.099,0.295,0.163,0.443
92,-0.19311965573321405,0.6441214635275246,-0.29981869362898766,0.008,0.125,0.452,0.415
93,-0.1438857321688355,0.47575038025866,-0.3024395526296931,0.104,0.612,0.041,0.242
94,-0.2841140299237444,0.5289098320716554,-0.5371691216457729,0.213,0.327,0.319,0.14
95,-0.262362151031905,0.5809809073660773,-0.4515848071864263,0.139,0.219,0.453,0.19
96,-0.29684284562164587,0.6209029157939728,-0.4780825440996058,0.184,0.125,0.175,0.515
97,-0.29595670227112686,0.6064196494564924,-0.48803943364364927,0.163,0.117,0.42,0.299
98,-0.3312089323631025,0.5612319749797291,-0.5901462267453049,0.265,0.22,0.145,0.37
99,-0.2000393213739769,0.5616153100579392,-0.35618566266176005,0.128,0.393,0.002,0.476
