,Retorno,Risco,Sharpe,SAPR4.SA Peso,ITSA4.SA Peso,LIGT3.SA Peso,MXRF11.SA Peso
77,-0.2922962122631405,0.29825970783804645,-0.9800056949759232,0.668,0.024,0.285,0.023
78,-0.2995707689255197,0.27307729316644996,-1.0970182304499447,0.171,0.151,0.348,0.33
79,-0.29494576418064467,0.2791144640938403,-1.0567197409070201,0.405,0.214,0.292,0.089
80,-0.00047139548246493616,0.19119772592633155,-0.002465486868010997,0.397,0.496,0.019,0.088
81,-0.3144276712545982,0.28126155935410524,-1.1179191069574395,0.241,0.214,0.334,0.211
82,-0.16583038667527059,0.21160402074049406,-0.7836825883315368,0.203,0.169,0.241,0.388
83,-0.004074609424515307,0.16878735083707735,-0.024140490411798332,0.039,0.516,0.078,0.367
84,-0.14390808421869897,0.2023385697561928,-0.7112241842576061,0.128,0.253,0.22,0.399
85,0.003408380815532147,0.15543022289528316,0.02192868769047864,0.186,0.389,0.074,0.351
86,0.01919284656252969,0.17676160503219876,0.10858040443247578,0.58,0.012,0.074,0.334
87,-0.3290117920131476,0.2894715007263514,-1.1365947638630414,0.123,0.328,0.341,0.208
88,-0.6865181774907897,0.46069352127738983,-1.4901841371401179,0.253,0.101,0.628,0.017
89,-0.1269269455621049,0.19640274396328725,-0.6462585145237626,0.268,0.156,0.204,0.372
90,-0.41980726223909065,0.3353341181839694,-1.251907394668317,0.403,0.088,0.41,0.099
91,-0.010010146951813823,0.16055633215707082,-0.062346634463603626,0.047,0.434,0.098,0.421
92,-0.22001859350758662,0.2437247989381205,-0.902733716331621,0.365,0.218,0.243,0.174
93,-0.12549472710931658,0.22081370353953386,-0.5683285280655074,0.249,0.533,0.128,0.09
94,-0.17987265833747193,0.21903903937870767,-0.8211899524745495,0.163,0.26,0.239,0.338
95,-0.3481492649193168,0.29762366125983686,-1.1697633966520193,0.161,0.056,0.405,0.378
96,-0.07121939102803555,0.18271971973967863,-0.38977397256028,0.349,0.249,0.13,0.271
97,-0.39418228635202085,0.31953350747897935,-1.233617999758452,0.17,0.307,0.385,0.137
98,-0.2507436028048447,0.2621840351697694,-0.9563648779853556,0.446,0.194,0.257,0.104
99,-0.0836295025970436,0.20912755571892339,-0.3998970977762745,0.445,0.394,0.093,0.068
